Subject	Content	SA							
1	fabio capello (russia's head-coach) wishes cristiano's injury was more serious. (russia will play against portugal tomorrow in the wcq)	-1							
1	"hey nevada tweeps remember tomorrow is the last day for early voting!  ready, set & vote! #justdoit!"	0							
1	"i'll be in poland but back sunday eve, catch you then!"	0							
1	"observers from un, eu, cw, send to coni , according to this observers what the maldivian have seen live and on tvs on 7 feb are day dream,"	0							
1	"fuck halloween. fuck thanksgiving. fuck my birthday. fuck christmas, the new year, valentines, st. patrick's, april fools. fuck all of that."	-1							
1	"my mother just said \what's gucci mah nigguh!\ to me, i think she may have been listening to \niggas in paris\, should i be worried?"	0							
1	going to the grammys first entertainment law breakfast here in nyc tomorrow! i'm so excited. one step closer...	1							
1	"good morning becky. hope all's well, may you all have a good day"	1							
1	amazon has opened an online store for black friday 22 days before the shopping event is scheduled to take place.	0							
1	"i may have done a dumb thing, but it's out there now. my new, long term goal: the challenge"	0							
1	i think i may be the only person around not excited that beyonce is the half time performer for the superbowl.	-1							
1	chicago: go see   #lovesgotaholdonme #sat october 27th 7p at the #haroldwashingonculcntr 47th & king dr.	0							
1	happy thursday! enjoyed the show so much last night watched 4x. #thankyoutimeshifting!! have a great day my greek!	1							
1	a three-month-old boy was found abandoned at a platform of the chhatrapati shivaji terminus (cst) on saturday night.	0							
1	"highlight of monday was chucking a mattress down the stairs which hit eleanor around the face, causing her to fall down the stairs"	0							
1	the fact that i have no plans tomorrow night & it's my last night in fl for a min <<<<<<	-1							
1	"wow busy! just saw the promo on tbs for cougar town in jan. you are absolutely a vision, an angel in white! beautiful!!!!!!!"	1							
1	boogie song of the day...oh ricky martin: que mas da happy sunday 2 everyone recovering from halloween party hangovers	0							
1	loved the hair style from friday's jason wu #nyfw show? we're giving you the step-by-step to recreate the look	1							
1	sad to say #knutsfordlitfest nearly at an end. fantastic event last night with michael portillo. last event tomorrow with charles dickens.	0							
1	glad you do. i think he may even be the next spurs player to leave for a really big club. before bale possibly.	1							
1	yeah your game against the ravens was a thursday night game. im sure you will pull for the giants these next 2 games	0							
1	just landed in las vegas!!! so excited to start canvassing for obama tomorrow with  and  :) #getoutthevote	1							
1	"i remember when i was at cadet camp once(aye,wat u sayin) and we were watching a video and kasabian came on and i just sat singing"	0							
1	"1st its like imma play headlock, and then safe and sound, and now you gonna play all star. hmmmm"	0							
1	okay it's late... going off :) will send jennette tomorrow more names :) good night :)	1							
1	"#redskins defenders stephen bowen, barry cofield and rob jackson swarm manning on 1st down! cofield and jackson credited with sack! #httr"	0							
1	close early on thanksgiving eve. decorate like the dickens. thanksgiving day off! boom. store all christmas for friday.	0							
1	dad: what are you going to do in athens tomorrow? me: nothing. dad: oh. ok. have fun.  i like my father.	1							
1	don't be surprised if we end up waiting until november 16th to find out who the next potus is... #ohioprovisionalballot	-1							
1	rugby tonight and it's like freezing omg i may die	-1							
1	no wonder  coming here the 21st of nov cause he got soul train the 25th	0							
1	i hope the plane home tomorrow has cougar town and friends on the tvs. that's how i spent most of the time flying here xd	0							
1	you going to rugby practice on sunday #somethingisayalot	0							
1	results live at 10pm on channel 4. if you have 4 music its on there from 9.45. lets get tanked up tomorrow either way!	1							
1	"asia stocks mostly up on us, china data: asian stock markets advanced friday as a batch of upbeat economic data from the u.s. and chi..."	1							
1	"breaking dawn is coming out on the 16th , yayyy"	1							
1	dive deep into the worlds of stefan struve and stipe miocic leading to their fuel tv main event this saturday.	0							
1	i'm pretty sure bill o'brien has gone for it on 4th down more in one season than paterno did his entire career.	0							
1	"got my tix to victory rally w/ mitt, ann & the gop team at fiddler's green on saturday. should be a monster hoot."	0							
1	the painting project continues today and is to be completed on nov 10 and 17. please join coni in partnering to give back to the community.	0							
1	celebrate the chinese new year in #shanghai (around february) and see a dragon dance during the spring festival! amazing experience!	1							
1	disappointing to see the uk govt issueing reassuring messages to tehran  maybe they were influenced by  :)	-1							
1	if anyone wants to go to the duke game saturday with the kershaw county clemson club please inbox me!	0							
1	heavy rain over parts of ne. some showers in cny. any sun? how about the weekend? your forecast first at 4am on nbc-3!	0							
1	##$$## black friday deals olympus om-d e-m5 digital camera - black - with olympus 12-50mm f/3.5-5.6 ez zoom lens - b...	0							
1	you beat them 5-1 in the san siro but terry henrys 3rd goal is world class. #nevermindpires!	1							
1	niggas is goin die on december 26th when them foams come out .. lol rs .. niggas goin rob you & be like \da shoes or ya life nigga\ lol	-1							
1	more footage from the studio where bullet for my valentine just finished up recording their upcoming 4th album....	0							
1	just bought my 1st heineken beer in las vegas.  ps i've lived here for 5 yrs ~what took me so long!	-1							
1	"20 june 2012, out european tour party drove the fabulous road from davos to stelvio. this is the last little bit..."	0							
1	join us this thursday for the introduction to our dramatic reading of charles dickens's a christmas carol. 11/1 6-7pm.	0							
1	"can't wait for the new series, starts on sunday over here in britain, #redjohn"	1							
1	saw this an it made me think of cougar town... can't wait for january!!!	1							
1	published a new blog entry november 18 - \otherwise known as sheila the great\ in art in the county.	1							
1	dr. mohamed morsi announced as egypt's first elected president after the glorious 25th of jan revolution. congratulations	1							
1	northern lights sale on thursday; great pedigrees all the way through the catalogue! genomics the full packages! view catalogue online!	1							
1	billy cundiff may be leaving washington.  hopefully he won't miss the door on the way out.	1							
1	"i think bowen and cofield will be better in 2nd yr, and hope jenkins will be as good as he look last preseason, but those are unhatched eggs"	1							
1	just added a google+ hangout to the schedule--see you on november 21?! details here:	0							
1	\ i want tang jun for christmas.\ i want him on valentines as well!!!	1							
1	i'm amazed you keep coming up with new names for the league. may want to consider formatting phil's gotw though.	0							
1	we're playing with jim white on tuesday! static on the radio por favor?  via    #dcshows	0							
1	happy valentines day( from the rangers ):  via  - i used to watch this video all the time when they 1st made it.	1							
1	"tomorrow gonna be hell yall. though, i am going to the golden modes in chapel hill!"	0							
1	uh football boys... win tomorrow so we can run it in becky's face that she wasn't there.	1							
1	i just voted for 1st lady to be on coast 2 coast mixtape 224 hosted by kendrick lamar!	0							
1	news release 09 october 2012  customers of the negros sub-grid experienced a partial outage today at 5:45pm (cont)	-1							
1	look #steelers fans i know you may be upset about suisham missing that kick. just know that i heard a guy named billy cundiff is available.	0							
1	"oh, and for those still fellating harry redknapp, we went out in the 3rd round against stoke last season. remember that?"	0							
1	"think more like sam gagner for hammer, more. 2nd line center, played with kane. perfect..now let's make it happen"	1							
1	"i do worry about the mentality of the average tweeter when i see jeremy kyle, and \christmas\ trending on november 1st..."	-1							
1	#halloween good .. and who is the 3rd? valentine's day? or ?	1							
1	"a betrayed wife is legally allowed to kill her adulterous husband, but may only do so with her bare hands. (hong kong)"	-1							
1	i think they need to line you up as an eligible receiver like jacksonville did against you guys sunday. thoughts?	0							
1	"russell howard, then cuckoo, then celebrity juice, then family guy, thursday night is the best night for comedy"	1							
1	a round-up of friday's world cup qualifiers as fabio capello's russia beat portugal and sweden edge past the faroes	0							
1	so? they put tebow in the top 100 and a fucking fullback in the top 100.  btw ray lewis was 3rd on the overrated thing. yup...	-1							
1	ricky martin may be gay but he's sexy af' !!!!!!!! :d	1							
1	"hey  members, did you miss your shot at leonard cohen tix this morning on   will have more for you on sunday!"	1							
1	uhmmm are you sure ? cuz groundhog day isn't til like february or march lol	0							
1	"the ambition of nadal, the knees of ena sharples and the liver of george best. my recipe for saturday tennis. #5-7 5-7"	0							
1	gonna ride the love train tomorrow..dig it ...soul train...ojays. .bad ass...do it...	1							
1	"i wish i was out md i wanna bear on negros shit is fun , going out sunday to ross snighter sunday finna pop off on twl"	1							
1	"nick diaz said he would \fight gsp tomorrow if the ufc asked\. except, you know, they wouldn't... because you're suspended..."	-1							
1	"first tweet ever, loving san diego! busy day like always and ready for  on fuel tv tomorrow."	1							
1	we're thinking of running on the australia day weekend in january.  is this a good or bad idea?	0							
1	looks gorgeous! i'm going to try it out tomorrow. do you have a base colour or just two coats of northern lights in the picture?	1							
1	new music: bruno mars- young girls:  if you watched bruno mars on saturday night live then you may have caught h...	0							
1	<--- new icon. i may just be changing icons a lot as long as jennette uploads pics cause she is just too beautiful	1							
1	that's up to phil. he's a big fan and may want to keep the copy all for himself.	0							
1	i think the last timw i went trick or treating was probably in the 5th grade. i dress up as avril lavigne! i was obsessed with her back then	0							
1	dr. mohammed morsi announced as egypt's first elected president after the glorious 25th of jan revolution....	1							
1	aston villa midfielder karim el ahmadi will miss saturday's trip to sunderland through suspension following his fifth booking of the season.	0							
1	only you can answer before i try! there's on wp8 a way to call 3rd p. apps? like intents on android. i wanna switch to wp!	1							
1	protest against the mitch daniels purdue presidential nomination tomorrow @ loeb theater 2:30 pm. bring a friend! #soapurdue	-1							
1	dr. mohamed morsi announced as egypt's 1st elected president after the glorious 25th of jan revolution. congratulations to #egypt!	1							
1	the vow makes me upset every time i watch it. so why do i continue to watch it? the world may never know..	-1							
1	mainland police repatriate wanted fugitives to taiwan: police on the chinese mainland on thursday repatriated 10...	0							
1	this thursday night football game sucks. but go chiefs! i just want to see hot head rivers explode on the sideline tonight.	-1							
1	feels like super bowl sunday waiting for the big tnf game tonight! what's everyone doing for kc v sd?!? #cantcontainexcitement	1							
1	#saphila +1500 people in the superbowl at sun city to \discover\ how to help \africa run like never before\	0							
1	nebraska placed a nation-leading nine players on the first-ever senior bowl watch list released saturday...	1							
1	in london for boro match saturday... let me know what night you're out... friday may suit me better like if optional	1							
1	"playing  all day to prep for tomorrow's concert at fort canning. go, baby, go go!"	1							
1	man me and  are gonna double date tomorrow with rafa and kim me and her and them two together ;)	0							
1	"#favouritemoviequotes  \after all, tomorrow is another day!\ bill murray, groundhog day"	0							
1	& if the potus wins 2nd term isn't that nj gov gonna go back to bashing him when his state is in better shape (2/2)	1							
1	"...those who killed sadat are the reasons why egyptians struggled in the past, and may face uncertain future .."	-1							
1	watching kentucky all access makes me want it to be monday	0							
1	"watching my favourite  behind the scenes (for the 4th time) when jennifer hudson goes awol. 'excuse me, what the hell is going on?!'"	-1							
1	no because asia told me it was the 14th and now its to late .	0							
1	fabio capello: \from what i've seen these days i can assure you russia are capable of getting a good result vs portugal tomorrow\.	1							
1	when \columbus\ shoots bill murray in zombieland it may be one of the funniest things ever.	0							
1	photo: fab find! jason wu satin scarlet clutch at off 5th! whoop whoop! (taken with instagram)	1							
1	time for james harden (34 points) to step aside and let jeremy lin takeover the 4th #linsanity #sarcasm	-1							
1	poland criticize the 18th amendment. the new frame has been opened. none of the topic was on that earlier. #uprlka	0							
1	"well-said! rt \ dook football, even the sun shines on a dog's a$$ some days. #unc\"	0							
1	i remember 1st seeing veldheer @ the senior bowl thinking this kid can ball. fortunately we got him	1							
1	\success saturday\- having a great time at the 4th annual girlfriend group celebration!  wood  cofield  maddox	1							
1	"if  holds the wwe title until the royal rumble, he will have held the title for 434 days. making him the 6th longest reign..."	0							
1	"sag for life: stacey, april, gabriel irieapril #mrandmrscheek happy wedding day gabe! @ north star ballroom"	1							
1	victor cruz said tuesday that his agent and the  have \agreed on the structure\ of a new contract.	0							
1	"the best thing about walking dead returning is it means spartacus will be back soon too! (dammit, starz site says january)"	1							
1	"thanks to jesus, cvs, my mom & my mary...i was able to kick this flu in 1 week! now to make it w/out my maryjane until monday! #struggles"	1							
1	tip to apple ceo: u may want to stop outsourcing your mapping apps to china. while ur @ it how bout bring all those manufacturing jobs back.	0							
1	"ahah he's a year older then me, the cool thin is that he's born on australia day and i'm born on the 4th of july i think"	1							
1	just saw jennifer hudson on 26th street she looks great!! super skinny	1							
1	"#longharryimagine #imagine it's a friday night and you find yourself watching the notebook, again. you just (cont)"	0							
1	nfl commissioner roger goodell says he may cancel the pro bowl:  would you care if there was no pro bowl?	-1							
1	join phil on november 8 at the better software east conference in orlando where he'll be speaking on how to...	0							
1	"pacino to play paterno in bio film coming out soon. this will mark pacino's 2nd film with the phrase, \say hello to my little friend.\"	0							
1	"i swear if tomorrow any niner fans start tweeting about kyle williams tomorrow, best believe i'm gonna put you on check."	-1							
1	recap. i saw bad 25 on tuesday. the spike lee documentary on michael jackson. it was beyond amazing. && it was only showing for 6 days.	1							
1	yes these are the submissions to be considered by grammys. in december they announce the actual nominees.	0							
1	got #revenge on the mind? niners host giants in nfc championship rematch tomorrow! score last minute tix here:	0							
1	"harry styles rocking lyle and scott. he may only be 10...but be honest, you wish you had his life.."	1							
1	my thursday nights aren't the same with waterloo road to look forward to...	0							
1	good luck to  tomorrow at the #freakshow in las vegas !! get after it man. you're going to smash on fools! :)	1							
1	"february 13th, the day before and best buddy to valentines day, desperation day"	1							
1	"tickets for the france, belgium, netherlands, germany, denmark, norway, and sweden tmh tour go on sale tomorrow! good luck! :) via"	1							
1	we're experiencing some issues with fuel tv (ch 39). should be back up friday or monday.	-1							
1	"blog post: vice president joe biden to present the top ten list on cbs's \late show with david letterman,\ thursday,..."	0							
1	sushis + rafa on the tv = best way to end this sunday. #vamos :-)	1							
1	kpop: will psy be the first korean to win a grammy?: psy may qualify for the upcoming grammy awards. gangnam sty...	1							
1	"sticks and stones may break my bones, but rugby does it better!"	1							
1	"is it evil to laugh when a 3rd grader reads a short story, and at least five times, mistakes the name \becky\ for \blocky?\ #stickingtoit"	-1							
1	that's like blaming rafa for the season we finished 7th while ignoring the negative impact of cecil and h&g!	-1							
1	blake griffin poster dunk over kendrick perkins (6ft.10) in hd (jan. 30)  that's why you roll after a pick.	0							
1	"i'm with you on mass effect 3. thats goty for me so far. still waiting on my other two, but one may be persona 4 arena."	1							
1	hello! 're very great hope that soon may come to argentina.xx really admire you. if you can follow me!-	1							
1	interview on vow fm tomorrow morning... do tune in and hear the kid out!!! cc	0							
1	rumor: #blackhawks may have traded niklas hjalmarsson to the #oilers for sam gagner. stay tuned.	0							
1	visit to #iran by five euro mps was called off sat after tehran refused to let them meet with a jailed activist	-1							
1	#linsanity\ jeremy lin was a +23 for rockets in his debut. that's the 2nd-best plus-minus for him in any game in his career.\	1							
1	analysis: daniels made the right court pick: gov. mitch daniels said friday he appointed tippecanoe county superior...	0							
1	my husband company is bring you all some much needed gas!!! he should be there sometime tomorrow afternoon from fl.	1							
1	\taylor swift waved at a boy yesterday and he didn't wave back... so she will have a new album out tomorrow\ accurate lmfao	0							
1	all i'm saying is we're playing 4 june not nov/dec. getting the kinks out now cuz come june well be there mini lin	0							
1	if your in indianapolis tomorrow swing by the macy's at castelton mall from  5:30-7:30. i'll be there signing autographs and pictures!	1							
1	the anaheim ducks are interested in sam gagner of the edmonton oilers. could be part of a trade for the ducks 1st round pick	0							
1	cannot wait to see  with my boys  and  next friday in athens!	1							
1	"lets be real even wit are d injured, flacco fuckin up, doin bad on the road, & are d playin like shit we still 2nd best team in afc #ravens"	0							
1	"yay~ payday today, and i'll be in austin tomorrow nite to see leonard cohen!!! i gotsa four~day weekend on my hands!! happy fukn halloween!!"	1							
1	long princeton (and diggy)  #imagine : happy valentine's day (yn)...      february 14  it's been 9 m  via	1							
1	just sat in on bruno mars interviews	0							
1	hey daryl! great connecting at anti #fracking colorado. excited to have you in next issue. deadline is nov 15th.	1							
1	i am happy to be single but i would love to receive a valentines card on the 14th. it has to be from someone amazing-  for eg!	1							
1	morning with homeless men evening with charles dickens's great great granddaughter standard day with 1st yrs at bucksadschool	0							
1	"did you get a full, part-time job or internship offer? let us know! signing day tomorrow in lbjsc amphitheater-tell where you will work!"	0							
1	niggas was really on some 10th grade shit tonight	-1							
1	nigga i'm stoned i just got back from a blunt ride thur boxford nd georgetown	0							
1	it's like groundhog day. 2nd day here. (@ chirping chicken)	0							
1	toi israel admits 1988 killing of arafat's deputy: israel for the first time on thursday admitted responsibility...	-1							
1	"remember everyone out there: all you members of anonymous, you rebels, you supporters of the gunpowder plot: wear your mask november 5th."	0							
1	thanks to everyone who came out friday night to see us with threat signal at dickens! awesome night!!!	1							
1	cool this is cool i managed to get the cts sun in the pic and black stars for avril now for lawson	1							
1	"get  on february for valentine's day, the suave fuckers"	-1							
1	"out with the old, in with the new, shown good discipline in the 1st 4 rounds tonight frankie, kept a cool head! #andthenew"	1							
1	"working the celebrity power106 game saturday at calstate la $12 at the door. gonna be with kendrick lamar, rick ross, clyde carson, ect."	0							
1	"can't believe  is only 2 days older than me! can't wait to see him again tomorrow with  at fort canning, singapore!!"	1							
1	we're excited for trunk or treat tomorrow (nov 2) night at the boys and girls club in pottstown. it will start at...	1							
1	new #sexy comment about: theeuropeandream is available in indianapolis: friday-sunday!	1							
1	"#steelernation send our boys 2 the 2013 nfl pro bowl.  via  ur vote actually counts, unlike the nov 6th election."	0							
1	"bruce willis, bill murray and ed norton all in the same film. i may faint."	1							
1	i've seen every denzel washington movie and flight has  in it too ! i miss that kid ! but i'm in that theatre tomorrow !	1							
1	love is like michael jackson's 8th nose .. you'll never understand it	0							
1	"sat next to a black guy on a train, when niggas in paris came on... had to turn it up !"	0							
1	"lucky shops are coming to nyc!: the sale of the season hosted by lucky magazine with grammy winner jennifer hudson, starts november 1..."	1							
1	"come out and join us for the sia trek or treat, october 27th!  it's a fundraiser for the safe house!"	0							
1	"day 1 = something starting with a c, channing tatum. #november #challenge #photoaday #sexy #damn"	0							
1	this evening will be the first time i get to hit someone in almost 3 weeks. and friday i get to hit georgetown. the hammer falls friday	0							
1	i still have a lot of candy left anyone want tomorrow :')	1							
1	"nine pin bird rock race (2nd race in the duke of marlborough hotel series) postponed 24 hours to sunday 4 november, still 10 am start."	0							
1	"buffalo bills' kyle williams misses practice thursday: for a second straight day, buffalo bills...  #bills #nfl"	-1							
1	hey i wanna see flight tomorrow with denzel ol fine self.	1							
1	i go on channel 7 to see what the weather is gonna be like tomorrow and   taylor swift singing.. #eewww #getoffmytv	-1							
1	"miss those days , when all the relatives would just gather at 7th uncle house and celebrate chinese new year , i guess it'll not happen agn"	-1							
1	"hey guys tomorrow is now national ground hog day, i hope to see you all post about it!!   hahahaha"	1							
1	on the tv it said nikon was closed tomorrow ten it disappeared....but did we have english hw?	0							
1	"was playing temple run earlier, was thinkin of you and i in 6th year xo"	0							
1	what up cm punk keep up the great work i love watching u every monday night i hope can kick rock ass at the royal rumble	1							
1	how to know a shit bar!.. you get your arm stamped! if u wake up tomorrow with prints on your arm your a twat!	-1							
1	"apple software, retail chiefs out in overhaul: san francisco (reuters) - apple inc ceo tim cook on monday replaced the heads of its s..."	0							
1	"#loanwatch: ben amos is a doubt for tonight's hull city game vs doncaster (2nd round league cup), with a groin problem."	-1							
1	hey you! i'm gonna be in dublin in february. know what i'm saying?	0							
1	cebu's original lechon belly in parkmall joins the bazaar in it park next fri.-nov 9. taste the boneless lechon belly the way it was created	0							
1	"borefest m8. witter slowing it down n turning his back alot, frankie starting to turn it on since the 6th now in the 8th #"	0							
1	i do!! \   do you guys want to go see the new denzel washington movie tomorrow?\	1							
1	congrats!!!!!!! so happy for you :) may all your dreams come true <3 xoxoxox my frankie	1							
1	"good news i bought candy today, bringing some on tues. if it lasts"	1							
1	you won't be getting candy till monday. i am (by my own stupidity) a sick person right meow. .-.	-1							
1	on october 25 2011 i told taylor swift i wouldn't listen to her until she wrote about something else. one year later and here we are still.	-1							
1	"jay paterno, former penn state assistant football coach and son of joe paterno, said sunday night that he was at an event when a..."	0							
1	no jk.. wait when are you available???!!! rafa is pwede on friday and you said friday greenbelt.. am i roight? =))	1							
1	i've only just begun! i miss putting in 10 hour shifts on 3rd floor paterno... not really though.	0							
1	"nadal confirmed for mexican open in february: rafael nadal is set to play at the mexican open in february,...  #tennis"	0							
1	"saw my 1st volkswagen \twat\ today. take a jetta, lose the j, then spell teat, then turn the e sideways to get a w"	0							
1	that means we'll know thursday morning if  won for her 'safe and sound' duet with	0							
1	we will take pictures. mom said we might have to do it friday night as we will be at grammys sat	0							
1	oh and rafa said before the injury he was having the best year he ever had was 1st in the race... :( #m6	-1							
1	anonymous asked you:  you remind me of wednesday adams.	0							
1	of others...jenelle may have made mistakes but she has time to change and be a better person...its too late for you...fuckhead	-1							
1	i want jenelle to come over tomorrow. i need someone to watch netflix and eat mac & cheese with..	0							
1	"playing indianapolis this saturday at the white rabbit, with ko and street spirits - gotta go to this one!"	0							
1	"britain may be in for a new bout of flooding in the coming months, the environment agency warns, as 6 oxon waterways remain on flood alert."	0							
1	we've got the sponsor form and box on our desks. i think becky is going to send an email tomorrow.	0							
1	hahaha!! i do look good with a greek child! i'm home tomorrow morning so i'll try skyping you xx	1							
1	good to see flacco showing some fight in the 2nd half. that's about all i can ask for at this point.	1							
1	pretty sure tomorrow is the fifth nation kissing day of the year.	0							
1	halloween is the third biggest party day of the year behind new year's eve and super bowl sunday	1							
1	"\i'm not mexican on cinco de mayo, i'm not black in feb & i'm not chinese on the chinese new year so you're not irish on st. patrick's day.\"	0							
1	"cheaper carbon replaces silicon in solar panels: tweet washington, nov 1 (ians) researchers have built the first..."	0							
1	"after reviewing my texts/pictures from thurs-sat, i'm thinking that alcohol is the liquid form of cupid. i fall in love every weekend. #oops"	0							
1	i'll stop loving jennette on the 31st feb. february has only 28 days so it doesn't count. <3	1							
1	"inter, roma keep pace with wins: inter milan kept pace with serie a leaders juventus after seeing off catania 2-0 at the san siro on sunday."	0							
1	"awesome wedding shoot in amsterdam today, excited fot the next one on saturday in a castle in utrecht... previews coming soon...."	1							
1	mitch daniels gave stephen colbert a purdue hat on thursday's show... i hope he burns it in a raging flame of glory	1							
1	now watching denzel washington talking about his new movie flight it's comming out nov 2nd 2012 #lateshow with david letterman	0							
1	"at 4th-and-3 at the 30-yardline, nick diaz comes in to attempt a field goal. the kick is good, and usu leads 41-7. 12:13 left in the game."	1							
1	dr mohamed morsi announced as egypt's 1st elected president after the glorious 25th of jan revolution. congratulations to #egypt	1							
1	piss easy job analysing on motd2. they just repeat what gary neville says on super sunday.	1							
1	"- chaps , i'm still working on the pix from saturday v blaydon.  should be uploaded later tonight- phil"	0							
1	"going to finish watching the vow tomorrow , its such a cute movie c:"	1							
1	"music picks: r. kelly, leonard cohen, cat power: fri 11/2 grace potter & the nocturnals the wiltern if anyone should..."	0							
1	bad girls club: mexico...is so official now meaning most of the girls going off on each other. i can't wait until monday.  |d	1							
1	just close your eyes the sun is going down you'll be alright no one can hurt you now come morning light you and i'll be safe and sound #np	1							
1	it's republic day in turkey. like 4th july in usa.	0							
1	"it's not fair, dear... #truthbetold will be available in taiwan on 2, nov. it's tomorrow!!"	-1							
1	proper buzzing to watch the vow with  tomorrow;)	1							
1	that's complete crap.  began and sadat were all about peace. bibi wants to use our military for free.  < c'mon	-1							
1	3rd mariah song of the night and nooooooooo. that was so bad. #xfactor	-1							
1	noel gallagher's hfb and kopparberg make for a damn near perfect saturday evening. it could only be 100% perfect if i was at a noel gig.	1							
1	"tomorrow our opportunity to love continues @ the boys & girls club (123 jefferson).  meet us there at 10am, w/ boots and gloves if possible."	1							
1	mt the baltimore sun reporting that the redskins have just cundiff-ed billy cundiff\	0							
1	i'm so excited i'm gonna meet buddy from cake boss at ruth eckerd hall with grammy on jan 12. can't wait !!!!	1							
1	having to read charles dickens for homework may be the greatest thing ever	1							
1	billy cundiff. his missed fg at the end of the 2nd quarter changed the game. he'll never play again	-1							
1	i've never actually sat down and watched the whole movie of the notebook...... because i dont like the movie.	-1							
1	ligue 1: nadal watches as psg go top: paris st germain went to the top of ligue 1 on saturday after a kevin game...	0							
1	nooooooooo just seen the fa cup 3rd round is the day i go skiing #peak	0							
1	well done arsenal .... people 4get we play with our 3rd keeper .. imagine man utd with ben amos in goal loooool	1							
1	"i would be so happy that its a late start tomorrow ... but nooooooooo , i have to go to catch up day because i failed my fcking french test"	-1							
1	pacino might play paterno in the psu movie. it'll be the 2nd movie in his career w/ the phrase \say hello to my little friend.\ #scarfacial	0							
1	lol actually i live in georgia moving to germany in march i miss you tooooooo	1							
1	"oh yes, never a dull moment!!  looking forward to just rafa & bronte tomorrow!  nice to be busy though! hope boys ok!"	1							
1	"i'm not gon believe that victor cruz is the real deal until he lines up outside, no slot, and doesn't disappear like he did sunday"	-1							
1	come watch will ferrell and zach galifanakis duke it out in the campaign this thursday at midnight!	0							
1	may your day be full of joy and happiness! happy birthday nick j :)	1							
1	i just may be the only person who still play temple run	0							
1	should'nt have watched the grey last night because walking down a dark driveway when the  sun decides to play hookie is not a good time.	-1							
1	steelers will travel to new york on sunday for giants game: the pittsburgh steelers face the new york giants on ...	0							
1	movie day and some of grammy's hot chocolate tomorrow... #pleaseohplease	1							
1	best get ya tongue ready  i warned you!! no sweets..no kebab eastenders and waterloo road for you tomorrow then! disappointed!!	-1							
1	sat at work and i have the will ferrell boxset with me...might put a film on or have a power nap or sit here doing nothing; that sounds good	1							
1	"niggas boutta be droppin like flies down georgetown tomorrow , you wont catchh me there !"	-1							
1	you going to the bell game tomorrow.?	0							
1	"hackers have already defeated windows 8, and readwrite mobile ranked it 5th in interface design, behind ios and android."	-1							
1	"i wrote this earlier, do you agree that kg may be a less likeable ray lewis?"	0							
1	"to play temple run, to watch himym season 8, orrrrr...to sleep in readiness for tomorrow's morning interview - decisions are hard to make!:("	-1							
1	so i heard my old crush is going to the bell game tomorrow and wanna talk? wtf? :o  #weird	-1							
1	"i'm a nikon guy, but interested in what you have to say tomorrow..."	1							
1	i want to go watch denzel's new movie tomorrow! someone take meeeeeeeeeee.	0							
1	watching the 2nd punisher. wish they'd make another one with quentin tarentino directing and thomas jane as castle	1							
1	downloading different versions of the greek alphabet song to listen to on repeat on a thursday night.. this is my life now..	0							
1	anyone in year 12 or 13 that's gunna see the woman in black needs to give the money to mchale tomorrow! spread the word please!	0							
1	buzzer beater jump shot by parker. on a primetime thursday game...no way that can happen! how great is the nba?!?!	0							
1	guarantee gaga debuts her new single at the grammys in february. not opposed even though its agesssss away.	0							
1	"listen here hot stuff, the only thing to look forward to in january is the ravens run to the superbowl."	1							
1	that movie flight with denzel looks really good! may have to go check it out	1							
1	and then on tuesday & wednesday its champions league match day 4 i think?? or it might be 5..im not sure wooooo hooooo	1							
1	leggo watch breaking dawn on the 17th after the fair! :)	1							
1	milk chocolate day is tomorrow. are you ready to celebrate!?	0							
1	"aboud el zomour, the guy who killed sadat, is now attending the october 6 celebrations at cairo stadium.\ shame!!!!"	-1							
1	shout out to all the girls who will be taking the walk of shame into cvs tomorrow to by a plan b #dressinglikeaslutcomeswithaprice	0							
1	australia day #t20 international to kick-start the ultimate australia day long weekend  sat 26 jan:	0							
1	ugh why everyone going to athens saturday night. go friday!	-1							
1	just did spartacus 2.0 and sauna...imma be sore tomorrow but so worth it	1							
1	twilight zone inning?   ground hog day inning.  may go on 4ever. . . .  just keeping hittin' him #rays!	1							
1	#whenonaplaneyoushould do a temple run game in the 1st class.	0							
1	the storm will be moving inland to cny tomorrow. that's when i'll get worried about my family. living right on oneida lake.	-1							
1	cannot wait to play san fran on sunday. if we can beat them at home for the nfc championship we can beat them now.	1							
1	why every time twitter email me saying we found pple you may know its a bunch of niggas....where they hoes at  ?	0							
1	championship: team news: bellamy in frame for cardiff: all the team news from saturday's championship...  #mogganaut	0							
1	"omg, bullet for my valentine are coming to the netherlands march 21th. i might attend that one too :p"	0							
1	january jones in jason wu: usually i adore january's red carpet looks but this isn't for me. nude with black mesh =meh	-1							
1	was cult viewing from my 6th form days with vic's big night out. channel 4 had all comedy/sport bases covered!	1							
1	"and if you're from maryland, early voting has been extended until tomorrow at 9pm. please go vote!"	0							
1	"and then both teams took dumps in the 2nd round of the big dance, ku flaming out against ucla, mizzou losing to northern iowa."	-1							
1	"c'mon cam and the panthers! u r the missing link in my quinfecta weekend.  hard to do...app win, unc win, state loss, dook loss, panther win"	0							
1	free hugging day?tapos may free kissing day? o.o  kailan na ang malanday?	0							
1	cupid did so much work da 1st time that he don't wanna be my friend no more	-1							
1	i need a nice can because i want to play penny can on saturday. this is a real problem. cougar town just made me love this game. haha.	1							
1	i will not be able to handle harry's voice in kiss you..and i may not survive after hearing all the songs on take me home in their entirety.	-1							
